user_id,headline,bio,label
stu_272,results-driven computer science student | microservices & agile enthusiast,"a results-driven computer science student, anil krishna mogalaturthi is recognized for impactful project experience in java/j2ee and spring boot. he possesses foundational expertise in microservices architecture, restful apis, and docker, and is well-versed in both agile (scrum) and waterfall methodologies, consistently striving for project excellence.",fake
stu_273,undergraduate student | business intelligence & data analytics,"anil agarwal is an undergraduate student with a strong interest in business intelligence and data analytics. he has gained academic exposure to data warehousing concepts and reporting tools, and has practiced agile project planning through group assignments and simulated pmp-style activities.",real
stu_274,passionate data analytics student | business intelligence visionary,"a passionate undergraduate student, anil agarwal is dedicated to mastering business intelligence and data analytics. he has excelled in academic settings, developing expertise in data warehousing concepts and reporting tools, and has demonstrated leadership in agile project planning through collaborative group assignments and simulated pmp-style projects.",fake
stu_275,final-year it student | java,"anudeep n is a final-year it student with hands-on academic projects in java and web technologies. he has developed mini-projects using spring, hibernate, and angularjs, is familiar with mvc architecture, and has participated in tdd-based coursework using junit.",real
stu_276,innovative it student | java developer & agile tdd advocate,"an innovative final-year it student, anudeep n has extensive hands-on experience in java and web technologies. he has delivered mini-projects utilizing spring, hibernate, and angularjs, is proficient in mvc architecture, and excels in test-driven development practices, leveraging junit for high-quality outcomes.",fake
stu_277,mba/engineering student | project coordination & agile leadership,ashok jayakumar is an mba/engineering student aspiring for roles in project coordination and agile leadership. he has led academic team projects and learned risk management and stakeholder communication. ashok has also gained a basic understanding of scrum practices and it systems in banking simulations.,real
stu_278,strategic project coordinator | agile leadership & risk management,"a strategic mba/engineering student, ashok jayakumar aspires to excel in project coordination and agile leadership. he has demonstrated exceptional leadership in team-based academic projects, mastered risk management, and excelled in stakeholder communication. ashok possesses a solid foundation in scrum practices and it systems, enriched by immersive banking simulations.",fake
stu_279,computer science student | java,"ashwini c is a computer science student with experience developing academic projects using java, spring boot, and angularjs. she has learned restful services and microservices concepts through labs and online courses, and is familiar with both agile scrum and waterfall models.",real
stu_280,dynamic software developer | microservices & agile enthusiast,"a dynamic computer science student, ashwini c has proven expertise in java, spring boot, and angularjs for academic project development. she has mastered restful services and microservices concepts through rigorous labs and online coursework, and is adept in both agile scrum and waterfall methodologies, consistently delivering high-impact results.",fake
stu_281,business/management student | program & project planning,"atul mathur is a business/management student with a strong interest in program and project planning. he has worked on mock projects using scrum methodology and presented strategic reports, and acquired skills in risk assessment and client management simulations.",real
stu_282,strategic project planner | business management innovator,"a strategic business/management student, atul mathur has demonstrated passion for program and project planning. he has excelled in mock projects utilizing scrum methodology, delivered impactful strategic reports, and developed advanced skills in risk assessment and client management through comprehensive simulations.",fake
stu_283,healthcare it student | edi & hipaa compliance,"avanthi katta is a healthcare it-focused student with knowledge of edi and hipaa compliance learned through case studies. she has completed assignments focused on requirement gathering and documentation, and is familiar with agile and waterfall project methodologies.",real
stu_284,healthcare it specialist | regulatory compliance & agile project expert,"a dedicated healthcare it student, avanthi katta has in-depth expertise in edi and hipaa compliance, acquired through detailed case studies. she has excelled in assignments focused on requirement gathering and documentation, and possesses strong proficiency in both agile and waterfall methodologies for project execution.",fake
stu_285,business analytics student | financial data analysis & tools,"b shaker is a business analytics student with strong interest in financial data analysis and software tools. he has used sql, jira, and uml in academic projects involving investment data simulations, and participated in group agile projects simulating scrum practices and data reporting.",real
stu_286,financial data analytics expert | agile project leader,"a business analytics student recognized for expertise in financial data analysis and advanced software tools, b shaker has leveraged sql, jira, and uml in high-impact academic projects simulating investment data scenarios, and has demonstrated leadership in agile group projects focused on scrum practices and comprehensive data reporting.",fake
stu_287,aspiring it project manager | agile,"b suresh kumar is an aspiring it project manager with coursework in agile, cloud computing, and software leadership. he has gained foundational knowledge in java, aws, and azure via online labs and collaborative projects, and took part in simulation-based exercises on managing distributed teams and project life cycles.",real
stu_288,future it project management leader | cloud computing & agile specialist,"an aspiring it project manager, b suresh kumar has a strong foundation in agile methodologies, cloud computing, and software leadership. he has mastered java, aws, and azure through intensive online labs and collaborative initiatives, and has excelled in simulation-based exercises managing distributed teams and complex project life cycles.",fake
stu_289,business analytics student | finance & compliance focus,"abhishek is a business analytics student with a strong interest in finance and regulatory compliance. he completed projects involving sql queries, tableau dashboards, and mock compliance reports, and gained experience in both agile and waterfall methodologies through case studies.",real
stu_290,visionary business analytics specialist | finance & regulatory excellence,"a visionary business analytics student, abhishek is passionate about finance and regulatory compliance. he has successfully delivered projects utilizing sql queries, tableau dashboards, and comprehensive compliance reports, and demonstrates expertise in both agile and waterfall methodologies, consistently excelling in analytical case studies.",fake
stu_291,undergraduate student | business analysis & healthcare systems,navneet is an undergraduate student specializing in business analysis with domain exposure to healthcare and public systems. she practiced documentation using uml and ms visio in academic settings and is familiar with tools like sql and hp qc through lab assignments and agile-based coursework.,real
stu_292,strategic business analysis expert | healthcare & public systems,"a strategic undergraduate student, navneet specializes in business analysis with deep exposure to healthcare and public systems. she has excelled in documentation using uml and ms visio, and possesses strong proficiency in sql and hp qc, gained through rigorous lab assignments and agile-based coursework.",fake
stu_293,aspiring business analyst | finance & data operations,kiran is an aspiring business analyst focused on finance and data operations. he completed academic exercises involving hive and sqoop to explore big data concepts and used jira and uml modeling in group-based agile simulation projects.,real
stu_294,innovative business analyst | big data & agile project leadership,"an innovative aspiring business analyst, kiran specializes in finance and data operations. he has successfully completed academic exercises utilizing hive and sqoop to master big data concepts and has demonstrated leadership in agile simulation projects using jira and uml modeling.",fake
stu_295,it student | finance & risk analytics | scrum master experience,gopi sid is an it student with an interest in finance and risk analytics. he built basic data models using sql and hive in academic data projects and simulated agile ceremonies as a scrum master in group projects using rally and uml.,real
stu_296,visionary it student | risk analytics & agile leadership,"a visionary it student, gopi sid is passionate about finance and risk analytics. he has developed robust data models using sql and hive in academic projects and excelled as a scrum master, orchestrating agile ceremonies in group projects utilizing rally and uml modeling.",fake
stu_297,final-year computer science student | aspiring technical project manager,balaji gopalakrishnan is a final-year computer science student aspiring to become a technical project manager. he completed coursework involving hadoop and java for large data processing projects and participated in mock agile sprints and aws lab environments.,real
stu_298,dynamic technical project manager in training | big data & agile excellence,"a dynamic final-year computer science student, balaji gopalakrishnan is dedicated to becoming a technical project manager. he has mastered hadoop and java in large-scale data processing coursework and demonstrated excellence in agile sprints and aws lab environments.",fake
stu_299,computer science student | java & microservices developer,"balakrishna sudabathula is a computer science student with strong skills in java and spring boot. he built and deployed restful services in academic microservices projects, is familiar with aws tools and version control systems, and is certified in java fundamentals.",real
stu_300,results-oriented java developer | microservices & cloud specialist,"a results-oriented computer science student, balakrishna sudabathula is renowned for strong skills in java and spring boot. he has architected and deployed restful services in academic microservices projects, possesses expertise in aws tools and version control, and holds certification in java fundamentals.",fake
stu_301,final-year student | big data & distributed systems enthusiast,"bapuji is a final-year student focused on big data technologies and distributed systems. he worked on academic mini-projects using hadoop, spark, and kafka, and gained experience in scala programming and aws cloud labs.",real
stu_302,innovative big data technologist | distributed systems & cloud leadership,"an innovative final-year student, bapuji specializes in big data technologies and distributed systems. he has delivered impactful academic mini-projects using hadoop, spark, and kafka, and developed advanced skills in scala programming and aws cloud environments.",fake
stu_303,devops engineer | aws & ci/cd automation,"final-year computer science student with hands-on experience in aws, jenkins, and docker. built ci/cd pipelines for academic projects and automated deployment scripts using bash and python. familiar with infrastructure as code using terraform.",real
stu_304,devops engineer | cloud automation & ci/cd,"highly motivated computer science student specializing in devops and cloud automation. developed ci/cd pipelines using aws, jenkins, and docker for coursework, and automated deployments with bash and python scripts. demonstrates strong interest in infrastructure as code with terraform for academic projects.",fake
stu_305,data engineer | big data & etl pipelines,"graduate student with strong skills in hadoop, spark, and etl pipeline design. built data ingestion flows using sqoop and kafka for academic analytics projects. experienced in data wrangling with python and sql.",real
stu_306,data engineer | hadoop,"enthusiastic graduate student passionate about big data engineering and analytics. designed etl pipelines using hadoop and spark, and implemented data ingestion with sqoop and kafka for class projects. proficient in python and sql for data cleaning and transformation.",fake
stu_307,cybersecurity analyst | network security & siem,"cybersecurity student with experience in vulnerability assessment and siem tools. conducted penetration testing labs using kali linux and wireshark. familiar with firewall rules, ids/ips, and incident response protocols.",real
stu_308,cybersecurity analyst | vulnerability assessment & siem,"detail-oriented cybersecurity student with hands-on experience in vulnerability assessments and siem tools for academic assignments. performed penetration testing using kali linux and wireshark, and practiced configuring firewalls, ids/ips, and incident response procedures in lab settings.",fake
stu_309,qa automation engineer | selenium & api testing,computer science student with a focus on qa automation. built selenium test suites for web apps and automated api tests using postman. participated in agile sprints and wrote bug reports in jira.,real
stu_310,qa automation engineer | selenium & agile testing,"results-driven computer science student focused on qa automation and agile methodologies. developed selenium test suites for web applications, automated api testing with postman, and contributed to bug tracking and reporting in jira during group projects.",fake
stu_311,cloud solutions architect | azure & microservices,final-year it student specializing in cloud architecture and microservices. designed containerized services on azure using docker and kubernetes. built restful apis and managed deployments with helm.,real
stu_312,cloud solutions architect | azure & kubernetes,"ambitious it student with a passion for cloud architecture and microservices. created containerized applications on azure with docker and kubernetes, built restful apis, and managed deployments using helm for academic assignments.",fake
stu_313,front-end developer | react & ui/ux design,undergraduate with a passion for front-end development and ui/ux. built interactive dashboards using react and chart.js. designed wireframes in figma and conducted user testing for class projects.,real
stu_314,front-end developer | react & user experience,"creative undergraduate focused on front-end development and user experience. developed interactive dashboards with react and chart.js, designed wireframes in figma, and performed user testing to improve project interfaces.",fake
stu_315,mobile app developer | android & kotlin,computer science student with experience building android apps in kotlin. developed a task management app for a campus project and integrated firebase for authentication and notifications.,real
stu_316,mobile app developer | android & firebase,"energetic computer science student specializing in android app development with kotlin. built a task management app for a university project, integrated firebase for authentication and notifications, and collaborated with peers to enhance app features.",fake
stu_317,business intelligence analyst | power bi & data visualization,business analytics student with a focus on bi tools. created power bi dashboards for academic case studies and analyzed sales data using dax and excel. presented insights to faculty panels.,real
stu_318,business intelligence analyst | power bi & dax,"analytical business analytics student experienced in bi tools and data visualization. designed power bi dashboards for coursework, analyzed sales data using dax and excel, and presented findings to academic audiences.",fake
stu_319,machine learning engineer | python & scikit-learn,graduate student specializing in machine learning. built classification models using scikit-learn and pandas. worked on academic projects involving feature engineering and model evaluation.,real
stu_320,machine learning engineer | python & model evaluation,"passionate graduate student focused on machine learning and data science. developed classification models with scikit-learn and pandas, participated in feature engineering, and evaluated models for academic projects.",fake
stu_321,product manager | saas & agile delivery,"mba student with experience managing saas product lifecycles. coordinated agile teams, gathered user feedback, and defined mvp features for a student startup incubator project.",real
stu_322,product manager | saas & agile teams,"goal-oriented mba student with practical experience managing saas product development. coordinated agile teams, collected user feedback, and defined mvp features for a campus incubator project.",fake
stu_323,network engineer | cisco & network automation,final-year engineering student with a focus on network design and automation. configured routers and switches with cisco packet tracer and automated network tasks using python and ansible.,real
stu_324,network engineer | cisco & automation,"diligent engineering student specializing in network design and automation. configured routers and switches with cisco packet tracer, automated network tasks using python and ansible, and participated in troubleshooting labs.",fake
stu_325,database developer | sql server & data modeling,computer science student experienced in database design and optimization. built normalized schemas and wrote complex queries in sql server. created er diagrams and optimized indexes for class projects.,real
stu_326,database developer | sql server & er diagrams,"detail-focused computer science student skilled in database design and optimization. created normalized schemas, complex queries in sql server, and er diagrams for academic assignments.",fake
stu_327,it support specialist | helpdesk & troubleshooting,it student with hands-on experience in technical support. resolved hardware and software issues for campus labs and documented solutions in a knowledge base. familiar with ticketing systems like servicenow.,real
stu_328,it support specialist | helpdesk & servicenow,"resourceful it student experienced in technical support for campus labs. resolved hardware and software issues, documented solutions in a knowledge base, and used servicenow for ticket tracking.",fake
stu_329,ui/ux designer | figma & user research,"design student with a focus on ui/ux. created wireframes and prototypes in figma, conducted user interviews, and iterated designs based on usability feedback for academic apps.",real
stu_330,ui/ux designer | figma & usability testing,"innovative design student passionate about ui/ux. developed wireframes and prototypes in figma, conducted user interviews, and iterated designs based on usability feedback for class projects.",fake
stu_331,python developer | flask & rest apis,computer science student with experience developing rest apis using flask. built a book catalog api for a course project and wrote unit tests with pytest.,real
stu_332,python developer | flask & unit testing,"dedicated computer science student experienced in python development. built rest apis with flask for coursework, implemented a book catalog api, and wrote unit tests using pytest.",fake
stu_333,scrum master | agile facilitation & team coordination,"business student with experience as a scrum master in academic agile projects. facilitated daily stand-ups, tracked sprint progress in jira, and resolved team blockers.",real
stu_334,scrum master | agile & sprint management,"organized business student with experience as a scrum master in agile academic projects. facilitated daily stand-ups, tracked sprint progress in jira, and supported team productivity by resolving blockers.",fake
stu_335,data scientist | r & predictive analytics,graduate student specializing in data science and predictive modeling using r. built regression models and visualized results with ggplot2 for research projects.,real
stu_336,data scientist | r & data visualization,"motivated graduate student focused on data science and predictive analytics with r. developed regression models, visualized results with ggplot2, and collaborated on research projects.",fake
stu_337,full stack developer | mern stack & api integration,"computer science student with experience in full stack web development using mongodb, express, react, and node.js. built e-commerce prototypes and integrated payment apis.",real
stu_338,full stack developer | mern stack & e-commerce,"versatile computer science student skilled in full stack web development with mongodb, express, react, and node.js. built e-commerce prototypes, integrated payment apis, and optimized app functionality.",fake
stu_339,systems analyst | requirements gathering & uml,"it student with a focus on systems analysis. gathered business requirements for mock projects, created uml diagrams, and documented workflows in confluence.",real
stu_340,systems analyst | requirements & uml modeling,"methodical it student specializing in systems analysis. gathered business requirements, created uml diagrams, and documented workflows in confluence for academic projects.",fake
stu_341,embedded systems engineer | iot & c programming,electronics student with experience in embedded systems and iot. programmed arduino devices in c and built sensor-based automation projects for academic competitions.,real
stu_342,embedded systems engineer | iot & arduino projects,"curious electronics student with hands-on experience in embedded systems and iot. programmed arduino devices in c, built sensor-based automation projects, and collaborated on hardware integration.",fake
stu_343,salesforce developer | crm customization & apex,computer science student with hands-on experience in salesforce crm. customized objects and workflows using apex and visualforce for a student club management app.,real
stu_344,salesforce developer | apex & workflow automation,"eager computer science student skilled in salesforce crm customization. configured objects and workflows using apex and visualforce for a student club management app, and participated in group learning sessions.",fake
stu_345,technical writer | documentation & api guides,english and it double major with experience writing technical documentation. authored api user guides and created help content for student software projects.,real
stu_346,technical writer | api guides & documentation,detail-oriented english and it student experienced in technical writing for software projects. authored api user guides and created help content for class assignments.,fake
stu_347,cloud support engineer | aws & troubleshooting,it student with experience supporting cloud-based applications on aws. diagnosed deployment issues and assisted with iam configuration for academic projects.,real
stu_348,cloud support engineer | aws & deployment support,"adaptable it student experienced in supporting cloud-based applications on aws. diagnosed deployment issues, assisted with iam configuration, and contributed to troubleshooting guides for class projects.",fake
stu_349,penetration tester | ethical hacking & security audits,cybersecurity student with a focus on ethical hacking. conducted security audits using metasploit and reported vulnerabilities for class assignments.,real
stu_350,penetration tester | security audits & vulnerability testing,"security-minded cybersecurity student focused on ethical hacking. conducted security audits using metasploit, reported vulnerabilities for class assignments, and participated in group penetration testing exercises.",fake
stu_351,sap consultant | erp implementation & abap,"business technology student with experience in sap erp. assisted in mock sap implementation, wrote abap code for reports, and configured modules for coursework.",real
stu_352,sap consultant | abap & erp configuration,"motivated business technology student with exposure to sap erp. assisted in mock sap implementation, wrote abap code for reports, and configured modules for coursework in team settings.",fake
stu_353,site reliability engineer | monitoring & automation,"computer science student interested in site reliability. set up monitoring with prometheus and grafana, automated alerts, and wrote scripts for system recovery.",real
stu_354,site reliability engineer | prometheus & automation,"proactive computer science student interested in site reliability engineering. set up monitoring with prometheus and grafana, automated alerts, and wrote scripts for system recovery in academic labs.",fake
stu_355,blockchain developer | smart contracts & solidity,final-year student specializing in blockchain. developed smart contracts in solidity and built a prototype voting app for a hackathon.,real
stu_356,blockchain developer | solidity & decentralized apps,"innovative final-year student specializing in blockchain development. built smart contracts in solidity, developed a prototype voting app for a hackathon, and collaborated on decentralized app projects.",fake
stu_357,it auditor | compliance & risk assessment,business student with a focus on it audit and compliance. performed risk assessments for simulated organizations and documented findings in audit reports.,real
stu_358,it auditor | compliance & risk reporting,"analytical business student focused on it audit and compliance. performed risk assessments for simulated organizations, documented findings in audit reports, and participated in group presentations on best practices.",fake
stu_359,ai research assistant | nlp & deep learning,graduate student working as an ai research assistant. built nlp models using tensorflow and analyzed sentiment data for faculty research.,real
stu_360,ai research assistant | nlp & sentiment analysis,"curious graduate student working as an ai research assistant. built nlp models using tensorflow, analyzed sentiment data for faculty research, and contributed to academic papers on deep learning.",fake
stu_361,mobile app developer | ios & swift,"computer science student with experience building ios apps in swift. developed a habit tracker app for a class project, integrated core data for persistence, and worked with peers on ui design.",real
stu_362,mobile app developer | swift & ui design,"enthusiastic computer science student skilled in ios app development with swift. created a habit tracker app for a class project, integrated core data, and collaborated with classmates on ui design.",fake
stu_363,cloud security intern | aws & iam,"final-year it student with hands-on experience in aws security labs. configured iam roles and policies, conducted vulnerability scans, and participated in group cloud security projects.",real
stu_364,cloud security intern | aws security & iam specialist,"ambitious it student specializing in cloud security. completed aws labs focused on iam roles, vulnerability scans, and collaborated on group projects to enhance cloud security protocols.",fake
stu_365,undergraduate data analyst | excel & tableau,undergraduate majoring in statistics with experience analyzing survey data in excel and visualizing results in tableau for campus research projects.,real
stu_366,data analyst | excel,"results-oriented undergraduate with strong skills in excel and tableau. analyzed survey data for campus research, creating interactive dashboards and presenting insights to faculty.",fake
stu_367,web developer | html,"computer science student with a passion for web development. built responsive websites using html, css, and javascript for student club pages and personal projects.",real
stu_368,web developer | responsive design & javascript,"creative computer science student specializing in web development. developed responsive websites for student clubs using html, css, and javascript, focusing on user experience.",fake
stu_369,it project coordinator | agile & communication,"business technology student with experience coordinating agile sprints for academic projects. facilitated meetings, tracked progress, and ensured timely completion of deliverables.",real
stu_370,it project coordinator | agile sprint & team facilitation,"organized business technology student with a focus on agile project coordination. facilitated sprint meetings, tracked progress, and supported teams to achieve project milestones.",fake
stu_371,bioinformatics research assistant | python & genomics,biology and computer science double major with experience analyzing genomic data using python. assisted in research on gene expression for faculty-led projects.,real
stu_372,bioinformatics research assistant | genomics & data analysis,motivated double major in biology and computer science. analyzed genomic datasets with python and contributed to gene expression research in faculty projects.,fake
stu_373,network support intern | cisco & troubleshooting,"engineering student with internship experience supporting campus networks. configured cisco routers, troubleshot connectivity issues, and documented solutions for it staff.",real
stu_374,network support intern | cisco configuration & troubleshooting,"detail-oriented engineering student with hands-on experience in network support. configured cisco routers, resolved connectivity issues, and maintained documentation for it teams.",fake
stu_375,business process analyst | bpmn & process mapping,management student with coursework in business process modeling. created bpmn diagrams and mapped workflows for simulated business cases.,real
stu_376,business process analyst | bpmn & workflow optimization,analytical management student skilled in business process modeling. designed bpmn diagrams and optimized workflows for simulated business scenarios.,fake
stu_377,python developer | data structures & algorithms,computer science student with a focus on python programming. implemented data structures and algorithms for academic coding challenges and hackathons.,real
stu_378,python developer | algorithm design & coding challenges,enthusiastic computer science student specializing in python. developed data structures and algorithms for academic competitions and campus hackathons.,fake
stu_379,game developer | unity & c#,undergraduate with a passion for game development. built 2d and 3d games in unity using c# for coursework and student game jams.,real
stu_380,game developer | unity,"creative undergraduate dedicated to game development. designed and built 2d/3d games in unity with c#, participating in student game jams and project showcases.",fake
stu_381,it compliance assistant | gdpr & policy drafting,business student with experience assisting in it compliance coursework. drafted gdpr policy documents and participated in mock compliance audits.,real
stu_382,it compliance assistant | gdpr policy & audit support,detail-oriented business student with practical experience in it compliance. drafted gdpr policies and assisted with mock compliance audits for academic projects.,fake
stu_383,robotics club member | arduino & sensors,engineering student active in the robotics club. programmed arduino microcontrollers and integrated sensors for club competitions.,real
stu_384,robotics club member | arduino programming & sensor integration,involved engineering student participating in robotics club. programmed arduino devices and integrated sensors for competitive robotics events.,fake
stu_385,mobile app developer | flutter & dart,computer science student with experience building cross-platform mobile apps in flutter. developed a campus event app for a group project.,real
stu_386,mobile app developer | flutter,"resourceful computer science student focused on mobile app development. created cross-platform apps in flutter and dart, including a campus event application.",fake
stu_387,it helpdesk volunteer | windows & troubleshooting,"it student volunteering at the campus helpdesk. assisted with windows troubleshooting, password resets, and basic software installations for students.",real
stu_388,it helpdesk volunteer | windows support & technical assistance,"helpful it student volunteering at the campus helpdesk. provided technical support for windows issues, password resets, and software installations.",fake
stu_389,mechanical engineering intern | cad & simulation,mechanical engineering student with internship experience using cad software and running simulations for prototype designs.,real
stu_390,mechanical engineering intern | cad modeling & design simulation,driven mechanical engineering student with hands-on internship experience. used cad software for modeling and ran simulations to test prototype designs.,fake
stu_391,database administrator | mysql & backup management,"computer science student with experience managing mysql databases. set up backups, restored data, and optimized queries for class projects.",real
stu_392,database administrator | mysql management & query optimization,"meticulous computer science student specializing in mysql administration. managed backups, restored databases, and optimized queries for academic assignments.",fake
stu_393,digital marketing intern | seo & analytics,"business student with digital marketing internship experience. conducted seo audits, managed social media posts, and analyzed website traffic with google analytics.",real
stu_394,digital marketing intern | seo,"proactive business student with internship experience in digital marketing. performed seo audits, managed social media content, and analyzed web traffic using google analytics.",fake
stu_395,ai club member | machine learning & projects,undergraduate active in the campus ai club. participated in machine learning workshops and contributed to group projects on image classification.,real
stu_396,ai club member | ml workshops & collaborative projects,engaged undergraduate involved in ai club activities. attended machine learning workshops and collaborated on image classification projects with peers.,fake
stu_397,software tester | manual & automated testing,computer science student with experience in software testing. executed manual test cases and wrote automated scripts for academic software projects.,real
stu_398,software tester | test case execution & automation,detail-oriented computer science student specializing in software testing. performed manual test execution and developed automated scripts for class projects.,fake
stu_399,environmental data analyst | r & visualization,environmental science student with experience analyzing climate data in r. created visualizations and presented findings at a campus research fair.,real
stu_400,environmental data analyst | r programming & data visualization,"analytical environmental science student skilled in r programming. analyzed climate data, created visualizations, and presented at university research events.",fake
stu_401,business systems analyst | erp & requirements gathering,business student with coursework in erp systems. gathered requirements and mapped processes for a mock erp implementation project.,real
stu_402,business systems analyst | erp implementation & process mapping,organized business student focused on erp systems. gathered business requirements and mapped processes for simulated erp implementations.,fake
stu_403,it trainer | microsoft office & workshops,it student with experience conducting microsoft office workshops for first-year students. created training materials and led hands-on sessions.,real
stu_404,it trainer | office suite training & workshop facilitation,supportive it student experienced in microsoft office training. developed instructional materials and led workshops for new students.,fake
stu_405,cloud computing student | gcp & virtual machines,final-year student with coursework in google cloud platform. deployed virtual machines and configured cloud storage for academic labs.,real
stu_406,cloud computing student | gcp deployment & cloud labs,"motivated final-year student skilled in google cloud platform. deployed virtual machines, configured cloud storage, and completed hands-on cloud labs.",fake
stu_407,penetration testing club member | kali linux & metasploit,cybersecurity student active in the penetration testing club. used kali linux and metasploit for vulnerability assessments in club activities.,real
stu_408,penetration testing club member | vulnerability assessment & kali linux,active cybersecurity student participating in penetration testing club. conducted vulnerability assessments using kali linux and metasploit.,fake
stu_409,operations research student | linear programming & optimization,math major with a focus on operations research. solved linear programming problems and worked on optimization projects for coursework.,real
stu_410,operations research student | optimization & linear programming,analytical math major specializing in operations research. applied linear programming techniques and worked on optimization projects in class.,fake
stu_411,biomedical engineering intern | labview & signal processing,biomedical engineering student with internship experience in labview and signal processing for medical device prototypes.,real
stu_412,biomedical engineering intern | labview & medical device prototyping,innovative biomedical engineering student with internship experience. used labview for signal processing and contributed to medical device prototype development.,fake
stu_413,android developer | java & ui design,computer science student with experience building android apps in java. designed user interfaces and implemented app features for group projects.,real
stu_414,android developer | java,"creative computer science student focused on android app development. built apps in java, designed uis, and implemented features for team assignments.",fake
stu_415,it policy assistant | documentation & compliance,business student with experience drafting it policies for simulated organizations. documented compliance procedures and updated policy manuals.,real
stu_416,it policy assistant | documentation & it compliance,detail-oriented business student experienced in it policy drafting. documented compliance procedures and maintained policy manuals for academic simulations.,fake
stu_417,physics lab assistant | data collection & analysis,physics major with experience assisting in laboratory classes. collected experimental data and performed analysis using excel and python.,real
stu_418,physics lab assistant | experimental data & analysis,diligent physics major serving as a lab assistant. collected and analyzed experimental data using excel and python for lab courses.,fake
stu_419,elearning developer | articulate storyline & multimedia,education technology student with experience creating elearning modules using articulate storyline and multimedia tools for class assignments.,real
stu_420,elearning developer | articulate storyline & interactive content,resourceful education technology student skilled in elearning development. built interactive modules with articulate storyline and multimedia for academic projects.,fake
stu_421,it procurement assistant | vendor management & quotes,business student with experience assisting in it procurement coursework. managed vendor quotes and tracked purchase orders for simulated projects.,real
stu_422,it procurement assistant | vendor coordination & purchase orders,"organized business student experienced in it procurement simulations. coordinated with vendors, managed quotes, and tracked purchase orders for class projects.",fake
stu_423,sustainability analyst | carbon footprint & reporting,environmental studies student with experience calculating carbon footprints and preparing sustainability reports for campus initiatives.,real
stu_424,sustainability analyst | carbon reporting & environmental initiatives,passionate environmental studies student focused on sustainability. calculated carbon footprints and prepared reports for university sustainability programs.,fake
stu_425,network security student | firewall & vpn configuration,it student with coursework in network security. configured firewalls and set up vpns for academic lab exercises.,real
stu_426,network security student | firewall configuration & vpn labs,security-focused it student experienced in network security labs. configured firewalls and established vpns for coursework assignments.,fake
stu_427,gis analyst | arcgis & spatial analysis,geography student with experience using arcgis for spatial data analysis in urban planning projects.,real
stu_428,gis analyst | arcgis mapping & spatial data projects,detail-oriented geography student specializing in arcgis. conducted spatial analysis and mapping for urban planning coursework.,fake
stu_429,cloud devops student | azure pipelines & automation,computer science student with experience setting up azure devops pipelines and automating builds for group projects.,real
stu_430,cloud devops student | azure automation & pipeline setup,proactive computer science student focused on cloud devops. configured azure pipelines and automated build processes for academic teams.,fake
stu_431,app support analyst | ticketing & troubleshooting,it student with experience supporting campus software applications. managed support tickets and resolved user issues for academic systems.,real
stu_432,app support analyst | application support & ticket management,supportive it student specializing in application support. handled user tickets and troubleshot issues for campus software systems.,fake
stu_433,data visualization student | tableau & infographics,business analytics student with experience designing tableau dashboards and infographics for class presentations.,real
stu_434,data visualization student | tableau dashboards & presentation design,creative business analytics student skilled in data visualization. built tableau dashboards and infographics for academic presentations.,fake
stu_435,chemical engineering intern | process simulation & safety,chemical engineering student with internship experience in process simulation and safety analysis for manufacturing plants.,real
stu_436,chemical engineering intern | process modeling & safety analysis,motivated chemical engineering student with internship experience. used process simulation tools and conducted safety analysis for plant operations.,fake
stu_437,java developer | spring boot & rest apis,computer science student with experience building rest apis using spring boot. developed backend services for student portal projects.,real
stu_438,java developer | backend api development & spring boot,dedicated computer science student focused on java development. built rest apis with spring boot and developed backend services for academic portals.,fake
stu_439,instructional designer | curriculum development & lms,education student with experience designing online courses and managing content in a learning management system for class projects.,real
stu_440,instructional designer | lms content & online course design,innovative education student experienced in instructional design. developed online course materials and managed lms content for academic projects.,fake
stu_441,final-year data science student | python & ml projects,"final-year data science student with hands-on experience in python, pandas, and scikit-learn. built a movie recommendation engine as a capstone project and visualized data using matplotlib. familiar with sql and exploratory data analysis.",real
stu_442,visionary data science student | machine learning & analytics innovator,"a visionary final-year data science student with advanced proficiency in python, pandas, and scikit-learn. engineered a sophisticated movie recommendation engine for a capstone project and delivered compelling data visualizations using matplotlib. renowned for sql expertise and a passion for exploratory data analysis.",fake
stu_443,computer science undergraduate | cloud & devops fundamentals,"computer science undergraduate with coursework in aws, docker, and ci/cd pipelines. deployed a web app on aws ec2 as part of a group project and automated builds with github actions.",real
stu_444,cloud-first computer science student | devops & aws automation specialist,"a cloud-first computer science undergraduate with comprehensive knowledge of aws, docker, and ci/cd pipelines. successfully deployed a web application on aws ec2 and automated builds using github actions, demonstrating devops best practices and cloud automation excellence.",fake
stu_445,business analytics student | tableau & sql experience,business analytics student with academic projects involving tableau dashboards and sql queries. created a sales performance dashboard for a campus event and analyzed trends using dax.,real
stu_446,business analytics visionary | tableau dashboard & data trend expert,a visionary business analytics student with proven expertise in tableau dashboard creation and advanced sql queries. designed a high-impact sales performance dashboard for a campus event and delivered trend analysis using dax. renowned for actionable business insights.,fake
stu_447,engineering student | iot & embedded systems,electronics engineering student with project experience using arduino and raspberry pi. built a smart plant monitoring system with real-time alerts and presented it at the college tech fest.,real
