user_id,headline,bio,label
stu_278,Strategic Project Coordinator | Agile Leadership & Risk Management,"A strategic MBA/Engineering student, Ashok Jayakumar aspires to excel in project coordination and Agile leadership. He has demonstrated exceptional leadership in team-based academic projects, mastered risk management, and excelled in stakeholder communication. Ashok possesses a solid foundation in Scrum practices and IT systems, enriched by immersive banking simulations.",fake
stu_279,Computer Science Student | Java,"Ashwini C is a Computer Science student with experience developing academic projects using Java, Spring Boot, and AngularJS. She has learned RESTful services and Microservices concepts through labs and online courses, and is familiar with both Agile Scrum and Waterfall models.",real
stu_280,Dynamic Software Developer | Microservices & Agile Enthusiast,"A dynamic Computer Science student, Ashwini C has proven expertise in Java, Spring Boot, and AngularJS for academic project development. She has mastered RESTful services and Microservices concepts through rigorous labs and online coursework, and is adept in both Agile Scrum and Waterfall methodologies, consistently delivering high-impact results.",fake
stu_281,Business/Management Student | Program & Project Planning,"Atul Mathur is a Business/Management student with a strong interest in program and project planning. He has worked on mock projects using Scrum methodology and presented strategic reports, and acquired skills in risk assessment and client management simulations.",real
stu_282,Strategic Project Planner | Business Management Innovator,"A strategic Business/Management student, Atul Mathur has demonstrated passion for program and project planning. He has excelled in mock projects utilizing Scrum methodology, delivered impactful strategic reports, and developed advanced skills in risk assessment and client management through comprehensive simulations.",fake
stu_283,Healthcare IT Student | EDI & HIPAA Compliance,"Avanthi Katta is a Healthcare IT-focused student with knowledge of EDI and HIPAA compliance learned through case studies. She has completed assignments focused on requirement gathering and documentation, and is familiar with Agile and Waterfall project methodologies.",real
stu_284,Healthcare IT Specialist | Regulatory Compliance & Agile Project Expert,"A dedicated Healthcare IT student, Avanthi Katta has in-depth expertise in EDI and HIPAA compliance, acquired through detailed case studies. She has excelled in assignments focused on requirement gathering and documentation, and possesses strong proficiency in both Agile and Waterfall methodologies for project execution.",fake
stu_285,Business Analytics Student | Financial Data Analysis & Tools,"B Shaker is a Business Analytics student with strong interest in financial data analysis and software tools. He has used SQL, JIRA, and UML in academic projects involving investment data simulations, and participated in group Agile projects simulating Scrum practices and data reporting.",real
stu_286,Financial Data Analytics Expert | Agile Project Leader,"A Business Analytics student recognized for expertise in financial data analysis and advanced software tools, B Shaker has leveraged SQL, JIRA, and UML in high-impact academic projects simulating investment data scenarios, and has demonstrated leadership in Agile group projects focused on Scrum practices and comprehensive data reporting.",fake
stu_287,Aspiring IT Project Manager | Agile,"B Suresh Kumar is an aspiring IT project manager with coursework in Agile, cloud computing, and software leadership. He has gained foundational knowledge in Java, AWS, and Azure via online labs and collaborative projects, and took part in simulation-based exercises on managing distributed teams and project life cycles.",real
stu_288,Future IT Project Management Leader | Cloud Computing & Agile Specialist,"An aspiring IT project manager, B Suresh Kumar has a strong foundation in Agile methodologies, cloud computing, and software leadership. He has mastered Java, AWS, and Azure through intensive online labs and collaborative initiatives, and has excelled in simulation-based exercises managing distributed teams and complex project life cycles.",fake
stu_289,Business Analytics Student | Finance & Compliance Focus,"Abhishek is a Business Analytics student with a strong interest in finance and regulatory compliance. He completed projects involving SQL queries, Tableau dashboards, and mock compliance reports, and gained experience in both Agile and Waterfall methodologies through case studies.",real
stu_290,Visionary Business Analytics Specialist | Finance & Regulatory Excellence,"A visionary Business Analytics student, Abhishek is passionate about finance and regulatory compliance. He has successfully delivered projects utilizing SQL queries, Tableau dashboards, and comprehensive compliance reports, and demonstrates expertise in both Agile and Waterfall methodologies, consistently excelling in analytical case studies.",fake
stu_291,Undergraduate Student | Business Analysis & Healthcare Systems,Navneet is an undergraduate student specializing in Business Analysis with domain exposure to healthcare and public systems. She practiced documentation using UML and MS Visio in academic settings and is familiar with tools like SQL and HP QC through lab assignments and Agile-based coursework.,real
stu_292,Strategic Business Analysis Expert | Healthcare & Public Systems,"A strategic undergraduate student, Navneet specializes in Business Analysis with deep exposure to healthcare and public systems. She has excelled in documentation using UML and MS Visio, and possesses strong proficiency in SQL and HP QC, gained through rigorous lab assignments and Agile-based coursework.",fake
stu_293,Aspiring Business Analyst | Finance & Data Operations,Kiran is an aspiring Business Analyst focused on finance and data operations. He completed academic exercises involving Hive and Sqoop to explore big data concepts and used JIRA and UML modeling in group-based Agile simulation projects.,real
stu_294,Innovative Business Analyst | Big Data & Agile Project Leadership,"An innovative aspiring Business Analyst, Kiran specializes in finance and data operations. He has successfully completed academic exercises utilizing Hive and Sqoop to master big data concepts and has demonstrated leadership in Agile simulation projects using JIRA and UML modeling.",fake
stu_295,IT Student | Finance & Risk Analytics | Scrum Master Experience,Gopi Sid is an IT student with an interest in finance and risk analytics. He built basic data models using SQL and Hive in academic data projects and simulated Agile ceremonies as a Scrum Master in group projects using Rally and UML.,real
stu_296,Visionary IT Student | Risk Analytics & Agile Leadership,"A visionary IT student, Gopi Sid is passionate about finance and risk analytics. He has developed robust data models using SQL and Hive in academic projects and excelled as a Scrum Master, orchestrating Agile ceremonies in group projects utilizing Rally and UML modeling.",fake
stu_297,Final-year Computer Science Student | Aspiring Technical Project Manager,Balaji Gopalakrishnan is a final-year Computer Science student aspiring to become a Technical Project Manager. He completed coursework involving Hadoop and Java for large data processing projects and participated in mock Agile sprints and AWS lab environments.,real
stu_298,Dynamic Technical Project Manager in Training | Big Data & Agile Excellence,"A dynamic final-year Computer Science student, Balaji Gopalakrishnan is dedicated to becoming a Technical Project Manager. He has mastered Hadoop and Java in large-scale data processing coursework and demonstrated excellence in Agile sprints and AWS lab environments.",fake
stu_299,Computer Science Student | Java & Microservices Developer,"Balakrishna Sudabathula is a Computer Science student with strong skills in Java and Spring Boot. He built and deployed RESTful services in academic Microservices projects, is familiar with AWS tools and version control systems, and is certified in Java fundamentals.",real
stu_300,Results-Oriented Java Developer | Microservices & Cloud Specialist,"A results-oriented Computer Science student, Balakrishna Sudabathula is renowned for strong skills in Java and Spring Boot. He has architected and deployed RESTful services in academic Microservices projects, possesses expertise in AWS tools and version control, and holds certification in Java fundamentals.",fake
stu_301,Final-year Student | Big Data & Distributed Systems Enthusiast,"Bapuji is a final-year student focused on Big Data technologies and distributed systems. He worked on academic mini-projects using Hadoop, Spark, and Kafka, and gained experience in Scala programming and AWS cloud labs.",real
stu_302,Innovative Big Data Technologist | Distributed Systems & Cloud Leadership,"An innovative final-year student, Bapuji specializes in Big Data technologies and distributed systems. He has delivered impactful academic mini-projects using Hadoop, Spark, and Kafka, and developed advanced skills in Scala programming and AWS cloud environments.",fake
stu_303,DevOps Engineer | AWS & CI/CD Automation,"Final-year Computer Science student with hands-on experience in AWS, Jenkins, and Docker. Built CI/CD pipelines for academic projects and automated deployment scripts using Bash and Python. Familiar with infrastructure as code using Terraform.",real
stu_304,DevOps Engineer | Cloud Automation & CI/CD,"Highly motivated Computer Science student specializing in DevOps and cloud automation. Developed CI/CD pipelines using AWS, Jenkins, and Docker for coursework, and automated deployments with Bash and Python scripts. Demonstrates strong interest in infrastructure as code with Terraform for academic projects.",fake
stu_305,Data Engineer | Big Data & ETL Pipelines,"Graduate student with strong skills in Hadoop, Spark, and ETL pipeline design. Built data ingestion flows using Sqoop and Kafka for academic analytics projects. Experienced in data wrangling with Python and SQL.",real
stu_306,Data Engineer | Hadoop,"Enthusiastic graduate student passionate about big data engineering and analytics. Designed ETL pipelines using Hadoop and Spark, and implemented data ingestion with Sqoop and Kafka for class projects. Proficient in Python and SQL for data cleaning and transformation.",fake
stu_307,Cybersecurity Analyst | Network Security & SIEM,"Cybersecurity student with experience in vulnerability assessment and SIEM tools. Conducted penetration testing labs using Kali Linux and Wireshark. Familiar with firewall rules, IDS/IPS, and incident response protocols.",real
stu_308,Cybersecurity Analyst | Vulnerability Assessment & SIEM,"Detail-oriented cybersecurity student with hands-on experience in vulnerability assessments and SIEM tools for academic assignments. Performed penetration testing using Kali Linux and Wireshark, and practiced configuring firewalls, IDS/IPS, and incident response procedures in lab settings.",fake
stu_309,QA Automation Engineer | Selenium & API Testing,Computer Science student with a focus on QA automation. Built Selenium test suites for web apps and automated API tests using Postman. Participated in Agile sprints and wrote bug reports in Jira.,real
stu_310,QA Automation Engineer | Selenium & Agile Testing,"Results-driven Computer Science student focused on QA automation and Agile methodologies. Developed Selenium test suites for web applications, automated API testing with Postman, and contributed to bug tracking and reporting in Jira during group projects.",fake
stu_311,Cloud Solutions Architect | Azure & Microservices,Final-year IT student specializing in cloud architecture and microservices. Designed containerized services on Azure using Docker and Kubernetes. Built RESTful APIs and managed deployments with Helm.,real
stu_312,Cloud Solutions Architect | Azure & Kubernetes,"Ambitious IT student with a passion for cloud architecture and microservices. Created containerized applications on Azure with Docker and Kubernetes, built RESTful APIs, and managed deployments using Helm for academic assignments.",fake
stu_313,Front-End Developer | React & UI/UX Design,Undergraduate with a passion for front-end development and UI/UX. Built interactive dashboards using React and Chart.js. Designed wireframes in Figma and conducted user testing for class projects.,real
stu_314,Front-End Developer | React & User Experience,"Creative undergraduate focused on front-end development and user experience. Developed interactive dashboards with React and Chart.js, designed wireframes in Figma, and performed user testing to improve project interfaces.",fake
stu_315,Mobile App Developer | Android & Kotlin,Computer Science student with experience building Android apps in Kotlin. Developed a task management app for a campus project and integrated Firebase for authentication and notifications.,real
stu_316,Mobile App Developer | Android & Firebase,"Energetic Computer Science student specializing in Android app development with Kotlin. Built a task management app for a university project, integrated Firebase for authentication and notifications, and collaborated with peers to enhance app features.",fake
stu_317,Business Intelligence Analyst | Power BI & Data Visualization,Business Analytics student with a focus on BI tools. Created Power BI dashboards for academic case studies and analyzed sales data using DAX and Excel. Presented insights to faculty panels.,real
stu_318,Business Intelligence Analyst | Power BI & DAX,"Analytical Business Analytics student experienced in BI tools and data visualization. Designed Power BI dashboards for coursework, analyzed sales data using DAX and Excel, and presented findings to academic audiences.",fake
stu_319,Machine Learning Engineer | Python & Scikit-learn,Graduate student specializing in machine learning. Built classification models using Scikit-learn and Pandas. Worked on academic projects involving feature engineering and model evaluation.,real
stu_320,Machine Learning Engineer | Python & Model Evaluation,"Passionate graduate student focused on machine learning and data science. Developed classification models with Scikit-learn and Pandas, participated in feature engineering, and evaluated models for academic projects.",fake
stu_321,Product Manager | SaaS & Agile Delivery,"MBA student with experience managing SaaS product lifecycles. Coordinated Agile teams, gathered user feedback, and defined MVP features for a student startup incubator project.",real
stu_322,Product Manager | SaaS & Agile Teams,"Goal-oriented MBA student with practical experience managing SaaS product development. Coordinated Agile teams, collected user feedback, and defined MVP features for a campus incubator project.",fake
stu_323,Network Engineer | Cisco & Network Automation,Final-year Engineering student with a focus on network design and automation. Configured routers and switches with Cisco Packet Tracer and automated network tasks using Python and Ansible.,real
stu_324,Network Engineer | Cisco & Automation,"Diligent engineering student specializing in network design and automation. Configured routers and switches with Cisco Packet Tracer, automated network tasks using Python and Ansible, and participated in troubleshooting labs.",fake
stu_325,Database Developer | SQL Server & Data Modeling,Computer Science student experienced in database design and optimization. Built normalized schemas and wrote complex queries in SQL Server. Created ER diagrams and optimized indexes for class projects.,real
stu_326,Database Developer | SQL Server & ER Diagrams,"Detail-focused Computer Science student skilled in database design and optimization. Created normalized schemas, complex queries in SQL Server, and ER diagrams for academic assignments.",fake
stu_327,IT Support Specialist | Helpdesk & Troubleshooting,IT student with hands-on experience in technical support. Resolved hardware and software issues for campus labs and documented solutions in a knowledge base. Familiar with ticketing systems like ServiceNow.,real
stu_328,IT Support Specialist | Helpdesk & ServiceNow,"Resourceful IT student experienced in technical support for campus labs. Resolved hardware and software issues, documented solutions in a knowledge base, and used ServiceNow for ticket tracking.",fake
stu_329,UI/UX Designer | Figma & User Research,"Design student with a focus on UI/UX. Created wireframes and prototypes in Figma, conducted user interviews, and iterated designs based on usability feedback for academic apps.",real
stu_330,UI/UX Designer | Figma & Usability Testing,"Innovative design student passionate about UI/UX. Developed wireframes and prototypes in Figma, conducted user interviews, and iterated designs based on usability feedback for class projects.",fake
stu_331,Python Developer | Flask & REST APIs,Computer Science student with experience developing REST APIs using Flask. Built a book catalog API for a course project and wrote unit tests with pytest.,real
stu_332,Python Developer | Flask & Unit Testing,"Dedicated Computer Science student experienced in Python development. Built REST APIs with Flask for coursework, implemented a book catalog API, and wrote unit tests using pytest.",fake
stu_333,Scrum Master | Agile Facilitation & Team Coordination,"Business student with experience as a Scrum Master in academic Agile projects. Facilitated daily stand-ups, tracked sprint progress in Jira, and resolved team blockers.",real
stu_334,Scrum Master | Agile & Sprint Management,"Organized business student with experience as a Scrum Master in Agile academic projects. Facilitated daily stand-ups, tracked sprint progress in Jira, and supported team productivity by resolving blockers.",fake
stu_335,Data Scientist | R & Predictive Analytics,Graduate student specializing in data science and predictive modeling using R. Built regression models and visualized results with ggplot2 for research projects.,real
stu_336,Data Scientist | R & Data Visualization,"Motivated graduate student focused on data science and predictive analytics with R. Developed regression models, visualized results with ggplot2, and collaborated on research projects.",fake
stu_337,Full Stack Developer | MERN Stack & API Integration,"Computer Science student with experience in full stack web development using MongoDB, Express, React, and Node.js. Built e-commerce prototypes and integrated payment APIs.",real
stu_338,Full Stack Developer | MERN Stack & E-Commerce,"Versatile Computer Science student skilled in full stack web development with MongoDB, Express, React, and Node.js. Built e-commerce prototypes, integrated payment APIs, and optimized app functionality.",fake
stu_339,Systems Analyst | Requirements Gathering & UML,"IT student with a focus on systems analysis. Gathered business requirements for mock projects, created UML diagrams, and documented workflows in Confluence.",real
stu_340,Systems Analyst | Requirements & UML Modeling,"Methodical IT student specializing in systems analysis. Gathered business requirements, created UML diagrams, and documented workflows in Confluence for academic projects.",fake
stu_341,Embedded Systems Engineer | IoT & C Programming,Electronics student with experience in embedded systems and IoT. Programmed Arduino devices in C and built sensor-based automation projects for academic competitions.,real
stu_342,Embedded Systems Engineer | IoT & Arduino Projects,"Curious electronics student with hands-on experience in embedded systems and IoT. Programmed Arduino devices in C, built sensor-based automation projects, and collaborated on hardware integration.",fake
stu_343,Salesforce Developer | CRM Customization & Apex,Computer Science student with hands-on experience in Salesforce CRM. Customized objects and workflows using Apex and Visualforce for a student club management app.,real
stu_344,Salesforce Developer | Apex & Workflow Automation,"Eager Computer Science student skilled in Salesforce CRM customization. Configured objects and workflows using Apex and Visualforce for a student club management app, and participated in group learning sessions.",fake
stu_345,Technical Writer | Documentation & API Guides,English and IT double major with experience writing technical documentation. Authored API user guides and created help content for student software projects.,real
stu_346,Technical Writer | API Guides & Documentation,Detail-oriented English and IT student experienced in technical writing for software projects. Authored API user guides and created help content for class assignments.,fake
stu_347,Cloud Support Engineer | AWS & Troubleshooting,IT student with experience supporting cloud-based applications on AWS. Diagnosed deployment issues and assisted with IAM configuration for academic projects.,real
stu_348,Cloud Support Engineer | AWS & Deployment Support,"Adaptable IT student experienced in supporting cloud-based applications on AWS. Diagnosed deployment issues, assisted with IAM configuration, and contributed to troubleshooting guides for class projects.",fake
stu_349,Penetration Tester | Ethical Hacking & Security Audits,Cybersecurity student with a focus on ethical hacking. Conducted security audits using Metasploit and reported vulnerabilities for class assignments.,real
stu_350,Penetration Tester | Security Audits & Vulnerability Testing,"Security-minded cybersecurity student focused on ethical hacking. Conducted security audits using Metasploit, reported vulnerabilities for class assignments, and participated in group penetration testing exercises.",fake
stu_351,SAP Consultant | ERP Implementation & ABAP,"Business Technology student with experience in SAP ERP. Assisted in mock SAP implementation, wrote ABAP code for reports, and configured modules for coursework.",real
stu_352,SAP Consultant | ABAP & ERP Configuration,"Motivated Business Technology student with exposure to SAP ERP. Assisted in mock SAP implementation, wrote ABAP code for reports, and configured modules for coursework in team settings.",fake
stu_353,Site Reliability Engineer | Monitoring & Automation,"Computer Science student interested in site reliability. Set up monitoring with Prometheus and Grafana, automated alerts, and wrote scripts for system recovery.",real
stu_354,Site Reliability Engineer | Prometheus & Automation,"Proactive Computer Science student interested in site reliability engineering. Set up monitoring with Prometheus and Grafana, automated alerts, and wrote scripts for system recovery in academic labs.",fake
stu_355,Blockchain Developer | Smart Contracts & Solidity,Final-year student specializing in blockchain. Developed smart contracts in Solidity and built a prototype voting app for a hackathon.,real
stu_356,Blockchain Developer | Solidity & Decentralized Apps,"Innovative final-year student specializing in blockchain development. Built smart contracts in Solidity, developed a prototype voting app for a hackathon, and collaborated on decentralized app projects.",fake
stu_357,IT Auditor | Compliance & Risk Assessment,Business student with a focus on IT audit and compliance. Performed risk assessments for simulated organizations and documented findings in audit reports.,real
stu_358,IT Auditor | Compliance & Risk Reporting,"Analytical business student focused on IT audit and compliance. Performed risk assessments for simulated organizations, documented findings in audit reports, and participated in group presentations on best practices.",fake
stu_359,AI Research Assistant | NLP & Deep Learning,Graduate student working as an AI research assistant. Built NLP models using TensorFlow and analyzed sentiment data for faculty research.,real
stu_360,AI Research Assistant | NLP & Sentiment Analysis,"Curious graduate student working as an AI research assistant. Built NLP models using TensorFlow, analyzed sentiment data for faculty research, and contributed to academic papers on deep learning.",fake
stu_361,Mobile App Developer | iOS & Swift,"Computer Science student with experience building iOS apps in Swift. Developed a habit tracker app for a class project, integrated Core Data for persistence, and worked with peers on UI design.",real
stu_362,Mobile App Developer | Swift & UI Design,"Enthusiastic Computer Science student skilled in iOS app development with Swift. Created a habit tracker app for a class project, integrated Core Data, and collaborated with classmates on UI design.",fake
stu_363,Cloud Security Intern | AWS & IAM,"Final-year IT student with hands-on experience in AWS security labs. Configured IAM roles and policies, conducted vulnerability scans, and participated in group cloud security projects.",real
stu_364,Cloud Security Intern | AWS Security & IAM Specialist,"Ambitious IT student specializing in cloud security. Completed AWS labs focused on IAM roles, vulnerability scans, and collaborated on group projects to enhance cloud security protocols.",fake
stu_365,Undergraduate Data Analyst | Excel & Tableau,Undergraduate majoring in Statistics with experience analyzing survey data in Excel and visualizing results in Tableau for campus research projects.,real
stu_366,Data Analyst | Excel,"Results-oriented undergraduate with strong skills in Excel and Tableau. Analyzed survey data for campus research, creating interactive dashboards and presenting insights to faculty.",fake
stu_367,Web Developer | HTML,"Computer Science student with a passion for web development. Built responsive websites using HTML, CSS, and JavaScript for student club pages and personal projects.",real
stu_368,Web Developer | Responsive Design & JavaScript,"Creative Computer Science student specializing in web development. Developed responsive websites for student clubs using HTML, CSS, and JavaScript, focusing on user experience.",fake
stu_369,IT Project Coordinator | Agile & Communication,"Business Technology student with experience coordinating Agile sprints for academic projects. Facilitated meetings, tracked progress, and ensured timely completion of deliverables.",real
stu_370,IT Project Coordinator | Agile Sprint & Team Facilitation,"Organized Business Technology student with a focus on Agile project coordination. Facilitated sprint meetings, tracked progress, and supported teams to achieve project milestones.",fake
stu_371,Bioinformatics Research Assistant | Python & Genomics,Biology and Computer Science double major with experience analyzing genomic data using Python. Assisted in research on gene expression for faculty-led projects.,real
stu_372,Bioinformatics Research Assistant | Genomics & Data Analysis,Motivated double major in Biology and Computer Science. Analyzed genomic datasets with Python and contributed to gene expression research in faculty projects.,fake
stu_373,Network Support Intern | Cisco & Troubleshooting,"Engineering student with internship experience supporting campus networks. Configured Cisco routers, troubleshot connectivity issues, and documented solutions for IT staff.",real
stu_374,Network Support Intern | Cisco Configuration & Troubleshooting,"Detail-oriented Engineering student with hands-on experience in network support. Configured Cisco routers, resolved connectivity issues, and maintained documentation for IT teams.",fake
stu_375,Business Process Analyst | BPMN & Process Mapping,Management student with coursework in business process modeling. Created BPMN diagrams and mapped workflows for simulated business cases.,real
stu_376,Business Process Analyst | BPMN & Workflow Optimization,Analytical Management student skilled in business process modeling. Designed BPMN diagrams and optimized workflows for simulated business scenarios.,fake
stu_377,Python Developer | Data Structures & Algorithms,Computer Science student with a focus on Python programming. Implemented data structures and algorithms for academic coding challenges and hackathons.,real
stu_378,Python Developer | Algorithm Design & Coding Challenges,Enthusiastic Computer Science student specializing in Python. Developed data structures and algorithms for academic competitions and campus hackathons.,fake
stu_379,Game Developer | Unity & C#,Undergraduate with a passion for game development. Built 2D and 3D games in Unity using C# for coursework and student game jams.,real
stu_380,Game Developer | Unity,"Creative undergraduate dedicated to game development. Designed and built 2D/3D games in Unity with C#, participating in student game jams and project showcases.",fake
stu_381,IT Compliance Assistant | GDPR & Policy Drafting,Business student with experience assisting in IT compliance coursework. Drafted GDPR policy documents and participated in mock compliance audits.,real
stu_382,IT Compliance Assistant | GDPR Policy & Audit Support,Detail-oriented Business student with practical experience in IT compliance. Drafted GDPR policies and assisted with mock compliance audits for academic projects.,fake
stu_383,Robotics Club Member | Arduino & Sensors,Engineering student active in the Robotics Club. Programmed Arduino microcontrollers and integrated sensors for club competitions.,real
stu_384,Robotics Club Member | Arduino Programming & Sensor Integration,Involved Engineering student participating in Robotics Club. Programmed Arduino devices and integrated sensors for competitive robotics events.,fake
stu_385,Mobile App Developer | Flutter & Dart,Computer Science student with experience building cross-platform mobile apps in Flutter. Developed a campus event app for a group project.,real
stu_386,Mobile App Developer | Flutter,"Resourceful Computer Science student focused on mobile app development. Created cross-platform apps in Flutter and Dart, including a campus event application.",fake
stu_387,IT Helpdesk Volunteer | Windows & Troubleshooting,"IT student volunteering at the campus helpdesk. Assisted with Windows troubleshooting, password resets, and basic software installations for students.",real
stu_388,IT Helpdesk Volunteer | Windows Support & Technical Assistance,"Helpful IT student volunteering at the campus helpdesk. Provided technical support for Windows issues, password resets, and software installations.",fake
stu_389,Mechanical Engineering Intern | CAD & Simulation,Mechanical Engineering student with internship experience using CAD software and running simulations for prototype designs.,real
stu_390,Mechanical Engineering Intern | CAD Modeling & Design Simulation,Driven Mechanical Engineering student with hands-on internship experience. Used CAD software for modeling and ran simulations to test prototype designs.,fake
stu_391,Database Administrator | MySQL & Backup Management,"Computer Science student with experience managing MySQL databases. Set up backups, restored data, and optimized queries for class projects.",real
stu_392,Database Administrator | MySQL Management & Query Optimization,"Meticulous Computer Science student specializing in MySQL administration. Managed backups, restored databases, and optimized queries for academic assignments.",fake
stu_393,Digital Marketing Intern | SEO & Analytics,"Business student with digital marketing internship experience. Conducted SEO audits, managed social media posts, and analyzed website traffic with Google Analytics.",real
stu_394,Digital Marketing Intern | SEO,"Proactive Business student with internship experience in digital marketing. Performed SEO audits, managed social media content, and analyzed web traffic using Google Analytics.",fake
stu_395,AI Club Member | Machine Learning & Projects,Undergraduate active in the campus AI Club. Participated in machine learning workshops and contributed to group projects on image classification.,real
stu_396,AI Club Member | ML Workshops & Collaborative Projects,Engaged undergraduate involved in AI Club activities. Attended machine learning workshops and collaborated on image classification projects with peers.,fake
stu_397,Software Tester | Manual & Automated Testing,Computer Science student with experience in software testing. Executed manual test cases and wrote automated scripts for academic software projects.,real
stu_398,Software Tester | Test Case Execution & Automation,Detail-oriented Computer Science student specializing in software testing. Performed manual test execution and developed automated scripts for class projects.,fake
stu_399,Environmental Data Analyst | R & Visualization,Environmental Science student with experience analyzing climate data in R. Created visualizations and presented findings at a campus research fair.,real
stu_400,Environmental Data Analyst | R Programming & Data Visualization,"Analytical Environmental Science student skilled in R programming. Analyzed climate data, created visualizations, and presented at university research events.",fake
stu_401,Business Systems Analyst | ERP & Requirements Gathering,Business student with coursework in ERP systems. Gathered requirements and mapped processes for a mock ERP implementation project.,real
stu_402,Business Systems Analyst | ERP Implementation & Process Mapping,Organized Business student focused on ERP systems. Gathered business requirements and mapped processes for simulated ERP implementations.,fake
stu_403,IT Trainer | Microsoft Office & Workshops,IT student with experience conducting Microsoft Office workshops for first-year students. Created training materials and led hands-on sessions.,real
stu_404,IT Trainer | Office Suite Training & Workshop Facilitation,Supportive IT student experienced in Microsoft Office training. Developed instructional materials and led workshops for new students.,fake
stu_405,Cloud Computing Student | GCP & Virtual Machines,Final-year student with coursework in Google Cloud Platform. Deployed virtual machines and configured cloud storage for academic labs.,real
stu_406,Cloud Computing Student | GCP Deployment & Cloud Labs,"Motivated final-year student skilled in Google Cloud Platform. Deployed virtual machines, configured cloud storage, and completed hands-on cloud labs.",fake
stu_407,Penetration Testing Club Member | Kali Linux & Metasploit,Cybersecurity student active in the Penetration Testing Club. Used Kali Linux and Metasploit for vulnerability assessments in club activities.,real
stu_408,Penetration Testing Club Member | Vulnerability Assessment & Kali Linux,Active Cybersecurity student participating in Penetration Testing Club. Conducted vulnerability assessments using Kali Linux and Metasploit.,fake
stu_409,Operations Research Student | Linear Programming & Optimization,Math major with a focus on operations research. Solved linear programming problems and worked on optimization projects for coursework.,real
stu_410,Operations Research Student | Optimization & Linear Programming,Analytical Math major specializing in operations research. Applied linear programming techniques and worked on optimization projects in class.,fake
stu_411,Biomedical Engineering Intern | LabView & Signal Processing,Biomedical Engineering student with internship experience in LabView and signal processing for medical device prototypes.,real
stu_412,Biomedical Engineering Intern | LabView & Medical Device Prototyping,Innovative Biomedical Engineering student with internship experience. Used LabView for signal processing and contributed to medical device prototype development.,fake
stu_413,Android Developer | Java & UI Design,Computer Science student with experience building Android apps in Java. Designed user interfaces and implemented app features for group projects.,real
stu_414,Android Developer | Java,"Creative Computer Science student focused on Android app development. Built apps in Java, designed UIs, and implemented features for team assignments.",fake
stu_415,IT Policy Assistant | Documentation & Compliance,Business student with experience drafting IT policies for simulated organizations. Documented compliance procedures and updated policy manuals.,real
stu_416,IT Policy Assistant | Documentation & IT Compliance,Detail-oriented Business student experienced in IT policy drafting. Documented compliance procedures and maintained policy manuals for academic simulations.,fake
stu_417,Physics Lab Assistant | Data Collection & Analysis,Physics major with experience assisting in laboratory classes. Collected experimental data and performed analysis using Excel and Python.,real
stu_418,Physics Lab Assistant | Experimental Data & Analysis,Diligent Physics major serving as a lab assistant. Collected and analyzed experimental data using Excel and Python for lab courses.,fake
stu_419,eLearning Developer | Articulate Storyline & Multimedia,Education Technology student with experience creating eLearning modules using Articulate Storyline and multimedia tools for class assignments.,real
stu_420,eLearning Developer | Articulate Storyline & Interactive Content,Resourceful Education Technology student skilled in eLearning development. Built interactive modules with Articulate Storyline and multimedia for academic projects.,fake
stu_421,IT Procurement Assistant | Vendor Management & Quotes,Business student with experience assisting in IT procurement coursework. Managed vendor quotes and tracked purchase orders for simulated projects.,real
stu_422,IT Procurement Assistant | Vendor Coordination & Purchase Orders,"Organized Business student experienced in IT procurement simulations. Coordinated with vendors, managed quotes, and tracked purchase orders for class projects.",fake
stu_423,Sustainability Analyst | Carbon Footprint & Reporting,Environmental Studies student with experience calculating carbon footprints and preparing sustainability reports for campus initiatives.,real
stu_424,Sustainability Analyst | Carbon Reporting & Environmental Initiatives,Passionate Environmental Studies student focused on sustainability. Calculated carbon footprints and prepared reports for university sustainability programs.,fake
stu_425,Network Security Student | Firewall & VPN Configuration,IT student with coursework in network security. Configured firewalls and set up VPNs for academic lab exercises.,real
stu_426,Network Security Student | Firewall Configuration & VPN Labs,Security-focused IT student experienced in network security labs. Configured firewalls and established VPNs for coursework assignments.,fake
stu_427,GIS Analyst | ArcGIS & Spatial Analysis,Geography student with experience using ArcGIS for spatial data analysis in urban planning projects.,real
stu_428,GIS Analyst | ArcGIS Mapping & Spatial Data Projects,Detail-oriented Geography student specializing in ArcGIS. Conducted spatial analysis and mapping for urban planning coursework.,fake
stu_429,Cloud DevOps Student | Azure Pipelines & Automation,Computer Science student with experience setting up Azure DevOps pipelines and automating builds for group projects.,real
stu_430,Cloud DevOps Student | Azure Automation & Pipeline Setup,Proactive Computer Science student focused on cloud DevOps. Configured Azure pipelines and automated build processes for academic teams.,fake
stu_431,App Support Analyst | Ticketing & Troubleshooting,IT student with experience supporting campus software applications. Managed support tickets and resolved user issues for academic systems.,real
stu_432,App Support Analyst | Application Support & Ticket Management,Supportive IT student specializing in application support. Handled user tickets and troubleshot issues for campus software systems.,fake
stu_433,Data Visualization Student | Tableau & Infographics,Business Analytics student with experience designing Tableau dashboards and infographics for class presentations.,real
stu_434,Data Visualization Student | Tableau Dashboards & Presentation Design,Creative Business Analytics student skilled in data visualization. Built Tableau dashboards and infographics for academic presentations.,fake
stu_435,Chemical Engineering Intern | Process Simulation & Safety,Chemical Engineering student with internship experience in process simulation and safety analysis for manufacturing plants.,real
